,scores
0,0.9835534691810608
1,0.9869444370269775
2,0.9817032814025879
3,0.9303891658782959
4,0.9471936821937561
5,0.856962263584137
6,0.8763967156410217
7,0.8750929832458496
8,0.98380446434021
9,0.8488735556602478
10,0.969907820224762
11,0.9305242896080017
12,0.9167926907539368
13,0.955150306224823
14,0.901527464389801
15,0.969129204750061
16,0.8849154710769653
17,0.9307616353034973
18,0.9570671916007996
19,0.9813486337661743
20,0.9835524559020996
21,0.9316439628601074
22,0.9462146759033203
23,0.9650534987449646
24,0.9846901297569275
25,1.0127681493759155
26,0.9338183999061584
27,0.8778020143508911
28,0.9958722591400146
29,1.0072153806686401
30,0.9399352073669434
31,0.9730463624000549
32,1.000878930091858
33,0.958562433719635
34,0.9064909815788269
35,0.979309618473053
36,0.8736813068389893
37,0.9115097522735596
38,1.000140905380249
39,0.9298583269119263
40,0.9234778881072998
41,0.951480507850647
42,0.8716058135032654
43,0.9689615368843079
44,0.8169801235198975
45,0.8693321347236633
46,0.987066388130188
47,0.8799704313278198
48,0.894193708896637
49,0.9495198130607605
50,0.9070934057235718
51,1.0125460624694824
52,0.8793649077415466
53,0.9376676678657532
54,0.9416696429252625
55,0.9627063274383545
56,0.913736879825592
57,0.9082618951797485
58,0.9894808530807495
59,0.949480414390564
60,0.9341065287590027
61,0.9006314873695374
62,0.9038962125778198
63,0.9006791114807129
64,0.9193538427352905
65,0.9703251719474792
66,0.9301822781562805
67,0.9396865963935852
68,0.9996304512023926
69,0.9436854720115662
70,0.9439277648925781
71,0.9000493884086609
72,0.9978205561637878
73,0.8606823682785034
74,0.9542379379272461
75,0.9664247632026672
76,0.9431637525558472
77,0.9707323312759399
78,0.9280471801757812
79,0.9077639579772949
80,1.0093556642532349
81,0.8774840831756592
82,0.9501395225524902
83,0.9923612475395203
84,0.9792944192886353
85,0.9326521754264832
86,0.9174059629440308
87,0.9341708421707153
88,0.8666524887084961
89,0.927079439163208
90,0.9870114922523499
91,0.9784607887268066
92,0.9518997669219971
93,1.030449390411377
94,0.9101244807243347
95,1.0031856298446655
96,0.9264131188392639
97,0.9404775500297546
98,0.9744319319725037
99,1.0019017457962036
100,0.8500632643699646
101,0.9420386552810669
102,0.9444712400436401
103,1.0337762832641602
104,0.9219373464584351
105,0.924863338470459
106,0.8160923719406128
107,0.9479336142539978
108,0.9286463260650635
109,0.9280204176902771
110,0.9509607553482056
111,0.8003975749015808
112,0.9547321200370789
113,1.0020643472671509
114,0.9891434907913208
115,1.01682710647583
116,0.9441924691200256
117,0.8849332928657532
118,0.992507815361023
119,0.9007972478866577
120,0.9186418652534485
121,0.9564964771270752
122,0.9016465544700623
123,0.9136810898780823
124,0.9055512547492981
125,0.8593054413795471
126,0.9533669352531433
127,0.9715898036956787
128,0.91267991065979
129,0.9058276414871216
130,0.9501382112503052
131,0.9143214821815491
132,0.9091174602508545
133,0.9559381604194641
134,0.9683521389961243
135,0.9389239549636841
136,0.9300000667572021
137,0.9333184957504272
138,0.9903927445411682
139,0.9726125001907349
140,0.9299070835113525
141,0.9894577264785767
142,0.9809698462486267
143,0.9362911581993103
144,0.9149134755134583
145,0.8972625136375427
146,0.929149329662323
147,0.9472595453262329
148,0.9827243089675903
149,0.9172998666763306
150,0.9144666790962219
151,0.9537982940673828
152,1.0249537229537964
153,1.01371431350708
154,0.948438286781311
155,0.9295777082443237
156,0.9811058640480042
157,1.0344206094741821
158,0.8745752573013306
159,1.0020365715026855
160,0.938090443611145
161,1.0544922351837158
162,0.9665917158126831
163,0.9011287093162537
164,0.9401218295097351
165,0.992684543132782
166,0.9368573427200317
167,0.9760066866874695
168,0.8899720311164856
169,0.925675094127655
170,1.0112146139144897
171,0.9547534584999084
172,0.9701482057571411
173,0.9691713452339172
174,0.9551819562911987
175,0.9624406099319458
176,0.9189651608467102
177,0.9885445237159729
178,1.0176624059677124
179,0.9421175718307495
180,1.0317344665527344
181,0.8682299852371216
182,0.8873581290245056
183,0.9215789437294006
184,0.9073485136032104
185,0.9907838702201843
186,0.9452829957008362
187,0.9213221669197083
188,1.0154722929000854
