,scores
0,0.726141095161438
1,0.63665771484375
2,0.7808674573898315
3,0.6306670904159546
4,0.6941801309585571
5,0.6312021613121033
6,0.6340205669403076
7,0.6936697959899902
8,0.739715039730072
9,0.6603283882141113
10,0.7436287999153137
11,0.6801204681396484
12,0.7220098376274109
13,0.7242576479911804
14,0.7081048488616943
15,0.6232218742370605
16,0.7994340658187866
17,0.6424456238746643
18,0.6672313809394836
19,0.8827580213546753
20,0.6900441646575928
21,0.6081646680831909
22,0.7906949520111084
23,0.6748539209365845
24,0.7356809377670288
25,0.6444313526153564
26,0.7850267291069031
27,0.6953515410423279
28,0.7037166953086853
29,0.6277583837509155
30,0.749927282333374
31,0.7075948119163513
32,0.7365779280662537
33,0.6367628574371338
34,0.787391722202301
35,0.6128415465354919
36,0.6493631601333618
37,0.7489816546440125
38,0.7429032325744629
39,0.7000433802604675
40,0.6738914847373962
41,0.6190589666366577
42,0.726493775844574
43,0.5960975885391235
44,0.8762550950050354
45,0.7139527201652527
46,0.6649492979049683
47,0.7456587553024292
48,0.7763304710388184
49,0.6676557064056396
50,0.6801308393478394
51,0.645666778087616
52,0.6690442562103271
53,0.5882569551467896
54,0.7214492559432983
55,0.7819153666496277
56,0.6482982039451599
57,0.5733702778816223
58,0.8147404789924622
59,0.7777619361877441
60,0.8299106955528259
61,0.7719190120697021
62,0.6926252841949463
63,0.6020193696022034
64,0.7741051912307739
65,0.6651761531829834
66,0.6555678844451904
67,0.6795485615730286
68,0.8191595077514648
69,0.7889309525489807
70,0.5973227024078369
71,0.6639381051063538
72,0.785129725933075
73,0.801047682762146
74,0.7104789018630981
75,0.6593443751335144
76,0.696764349937439
77,0.7958024740219116
78,0.6354911923408508
79,0.7670164704322815
80,0.633910596370697
81,0.7902370691299438
82,0.6991624236106873
83,0.7276924848556519
84,0.6534109711647034
85,0.7252423167228699
86,0.7043717503547668
87,0.698370099067688
88,0.7215923070907593
89,0.7640328407287598
90,0.5761598944664001
91,0.6783564686775208
92,0.6482068300247192
93,0.6921429634094238
94,0.7636442184448242
95,0.6578129529953003
96,0.6057795882225037
97,0.6326481699943542
98,0.7131674885749817
99,0.6280192732810974
100,0.6675044894218445
101,0.775355339050293
102,0.7795348763465881
103,0.6345703601837158
104,0.7770717740058899
105,0.7941455841064453
106,0.6906980872154236
107,0.6981799602508545
108,0.7168163657188416
109,0.6431546211242676
110,0.6876171827316284
111,0.680756688117981
112,0.7750713229179382
113,0.7063825130462646
114,0.806042492389679
115,0.7464838027954102
116,0.6968817114830017
117,0.7742195129394531
118,0.6523641347885132
119,0.6838162541389465
120,0.755401611328125
121,0.7145867347717285
122,0.7415382266044617
123,0.6433214545249939
124,0.7493886947631836
125,0.7258018255233765
126,0.785166323184967
127,0.684614360332489
128,0.845679521560669
129,0.6735497713088989
130,0.77517169713974
131,0.7700356841087341
132,0.6654962301254272
133,0.6894224882125854
134,0.6854788661003113
135,0.7368022203445435
136,0.6216409206390381
137,0.6872127652168274
138,0.690778374671936
139,0.761306643486023
140,0.772936224937439
141,0.7481745481491089
142,0.7487039566040039
143,0.703317403793335
144,0.7100748419761658
145,0.6692923307418823
146,0.7244464159011841
147,0.6746419072151184
148,0.82452791929245
149,0.7447773218154907
150,0.7002599835395813
151,0.5555745363235474
152,0.6861063838005066
153,0.7564444541931152
154,0.7185259461402893
155,0.633437991142273
156,0.7509836554527283
157,0.778466522693634
158,0.7445935606956482
159,0.6560073494911194
160,0.7334539890289307
161,0.7479189038276672
162,0.7089007496833801
163,0.7407285571098328
164,0.7664117217063904
165,0.6893404722213745
166,0.7433938384056091
167,0.7605948448181152
168,0.7668396234512329
169,0.6419442296028137
170,0.6971016526222229
171,0.6373885273933411
172,0.6720699667930603
173,0.7613770961761475
174,0.7240554690361023
175,0.5916451215744019
176,0.7152997255325317
177,0.708431601524353
178,0.7763992547988892
179,0.607573390007019
180,0.6378492712974548
181,0.750032365322113
182,0.7907251715660095
183,0.760653018951416
184,0.6054418683052063
185,0.700140118598938
186,0.724295973777771
187,0.6502492427825928
188,0.7320724129676819
189,0.7075070738792419
190,0.7720651030540466
191,0.6472232341766357
192,0.7558091282844543
193,0.6347536444664001
194,0.6724923253059387
195,0.6491625308990479
196,0.6801610589027405
197,0.6344741582870483
198,0.6942505836486816
199,0.6671702265739441
200,0.6760354042053223
201,0.6957764029502869
202,0.6414240002632141
203,0.8037596344947815
204,0.7742421627044678
205,0.6953487396240234
206,0.6967889666557312
207,0.7169062495231628
208,0.7454671263694763
209,0.6851365566253662
210,0.6506640315055847
211,0.6519221067428589
212,0.7429628372192383
213,0.8052865862846375
214,0.7339563369750977
215,0.7408342361450195
216,0.7188187837600708
217,0.6994836926460266
218,0.7436938881874084
219,0.6506011486053467
220,0.6596113443374634
221,0.7738355398178101
222,0.6879742741584778
223,0.7569926381111145
224,0.8044477701187134
225,0.6411770582199097
226,0.6994807124137878
227,0.7543366551399231
228,0.5693186521530151
229,0.7211602330207825
230,0.78053218126297
231,0.7736485600471497
232,0.7157469391822815
233,0.6537888646125793
234,0.6730571985244751
235,0.6722059845924377
236,0.6806832551956177
237,0.7061413526535034
238,0.7112247943878174
239,0.6725744605064392
240,0.6884384155273438
241,0.7367395758628845
242,0.7599625587463379
243,0.6114147901535034
244,0.7767751216888428
245,0.692930281162262
246,0.7228416204452515
247,0.8472975492477417
248,0.8107672333717346
249,0.6603173613548279
250,0.6440471410751343
251,0.6651844382286072
252,0.6948353052139282
253,0.7611121535301208
254,0.6495103240013123
255,0.6961044073104858
256,0.5773007273674011
257,0.7485977411270142
258,0.7572667002677917
259,0.6814731955528259
260,0.7528092265129089
261,0.8489513993263245
262,0.7457993030548096
263,0.6255309581756592
264,0.729442298412323
265,0.7447515726089478
266,0.740239143371582
267,0.5914728045463562
268,0.6742836236953735
269,0.6210443377494812
270,0.8038195967674255
271,0.7095272541046143
272,0.6589446067810059
273,0.6958468556404114
274,0.8181741237640381
275,0.7590150833129883
276,0.7457078099250793
277,0.778597354888916
278,0.6265802383422852
279,0.6834266781806946
280,0.6458622217178345
281,0.6568190455436707
282,0.6483636498451233
283,0.6809467673301697
284,0.689367413520813
285,0.6566445827484131
286,0.7029374241828918
287,0.6500857472419739
288,0.6471649408340454
289,0.7183874249458313
290,0.6402087807655334
291,0.7933439612388611
292,0.7287139892578125
293,0.668937623500824
294,0.627595841884613
295,0.7040892243385315
296,0.6634896397590637
297,0.7654991149902344
298,0.7164293527603149
299,0.8033761382102966
300,0.8520622253417969
301,0.616203784942627
302,0.7581691145896912
303,0.6759704351425171
304,0.7493724822998047
305,0.7940700650215149
306,0.7319129109382629
307,0.7801741361618042
308,0.678035318851471
309,0.7005717754364014
310,0.6450310945510864
311,0.7107526063919067
312,0.6532962322235107
313,0.6747997403144836
314,0.7424994111061096
315,0.6351983547210693
316,0.6622346043586731
