,scores
0,0.7959052324295044
1,0.792258083820343
2,0.7855026125907898
3,0.8500106930732727
4,0.7593793272972107
5,0.8105993270874023
6,0.9149589538574219
7,0.8626238107681274
8,0.8370140790939331
9,0.8268529176712036
10,0.7788431644439697
11,0.8708783984184265
12,0.727624237537384
13,0.8417185544967651
14,0.8863764405250549
15,0.7846562266349792
16,0.7934317588806152
17,0.9580733180046082
18,0.8477567434310913
19,0.8405886292457581
20,0.8444194197654724
21,0.761821985244751
22,0.8346846699714661
23,0.8604435324668884
24,0.7535415291786194
25,0.749114453792572
26,0.8031405806541443
27,0.9035645127296448
28,0.8448977470397949
29,0.857131838798523
30,0.7312971949577332
31,0.8091000318527222
32,0.8138302564620972
33,0.7827380299568176
34,0.7916730046272278
35,0.8402956128120422
36,0.9568883180618286
37,0.8514517545700073
38,0.8739601373672485
39,0.7390210628509521
40,0.7625564932823181
41,0.8088327646255493
42,0.8413589000701904
43,0.8599151968955994
44,0.8185234069824219
45,0.8855063915252686
46,0.879907488822937
47,0.8227550387382507
48,0.7795293927192688
49,0.8602086305618286
50,0.9214678406715393
51,0.8144611120223999
52,0.8289432525634766
53,0.9508101344108582
54,0.7940701842308044
55,0.8813300132751465
56,0.9126013517379761
57,0.8210269808769226
58,0.8679916262626648
59,0.7370450496673584
60,0.7522926926612854
61,0.7826225161552429
62,0.7827044725418091
63,0.7467484474182129
64,0.9349740743637085
65,0.8101629018783569
66,0.729873776435852
67,0.8380550742149353
68,0.8935151100158691
69,0.7589940428733826
70,0.8177275657653809
71,0.783977746963501
72,0.9196246862411499
73,0.7771527767181396
74,0.7619326114654541
75,0.7395958304405212
76,0.8130842447280884
77,0.8530202507972717
78,0.9058418869972229
79,0.8072191476821899
80,0.8306388258934021
81,0.8599745631217957
82,0.8337109684944153
83,0.7400863766670227
84,0.7663318514823914
85,0.7949596047401428
86,0.7998912930488586
87,0.774243175983429
88,0.8890737891197205
89,0.8109813332557678
90,0.8266879320144653
91,0.7913362383842468
92,0.8285056948661804
93,0.8952060341835022
94,0.7411258220672607
95,0.795809268951416
96,1.025734543800354
97,0.9320544004440308
98,0.8072695732116699
99,0.9032754302024841
100,0.8090054392814636
101,0.8158196806907654
102,0.8470579981803894
103,0.7899307608604431
104,0.818708062171936
105,0.7692922949790955
106,0.7896259427070618
107,0.7646992802619934
108,0.8761394023895264
109,0.8188735842704773
110,0.7749074697494507
111,0.8032235503196716
112,0.7756418585777283
113,0.7753313183784485
114,0.8407139182090759
115,0.8801048398017883
116,0.6832447052001953
117,0.8221678733825684
118,0.7822890877723694
119,0.7947373986244202
120,0.8790509104728699
121,0.8273870944976807
122,0.8631032109260559
123,0.7960119247436523
124,0.7366579174995422
125,0.7358573079109192
126,0.7868652939796448
127,0.7977098822593689
128,0.8101984858512878
129,0.8843878507614136
130,0.8714897036552429
131,0.8121731877326965
132,0.8202136754989624
133,0.8357504606246948
134,0.8465304374694824
135,0.8468221426010132
136,0.7381942868232727
137,0.7819357514381409
138,0.8560813069343567
139,0.884738028049469
140,0.8084363341331482
141,0.7864740490913391
142,0.8088058233261108
143,0.8749493360519409
144,0.8835172057151794
145,0.8402103185653687
146,0.8763304948806763
147,0.8558349013328552
148,0.9479974508285522
149,0.8640729784965515
150,0.86923748254776
151,0.8279767632484436
152,0.8059617280960083
153,0.8155908584594727
154,0.8574776649475098
155,0.8644462823867798
156,0.80855393409729
157,0.9788047671318054
158,0.8983228802680969
159,0.8125196099281311
160,0.92899489402771
161,0.7729914784431458
162,0.8275547027587891
163,0.8162064552307129
164,0.7638664841651917
165,0.8197713494300842
166,0.8524152636528015
167,0.8377187848091125
168,0.7481950521469116
169,0.8088559508323669
170,0.9558482766151428
171,0.7632704377174377
172,0.8369656801223755
173,0.781453013420105
174,0.840674877166748
175,0.8654770255088806
176,0.7847407460212708
177,0.9024779796600342
178,0.8290965557098389
179,0.7442583441734314
180,0.8980010747909546
181,0.8481820225715637
182,0.7603492140769958
183,0.8364712595939636
184,0.8578380346298218
185,0.7899989485740662
186,0.7293756008148193
187,0.8372465968132019
188,0.7130244970321655
189,0.7692212462425232
190,0.811729371547699
191,0.8111257553100586
192,0.7883051633834839
193,0.7600355744361877
194,0.8381131291389465
195,0.7919535636901855
196,0.8438413143157959
197,0.8309183716773987
198,0.7480853796005249
199,0.859127402305603
200,0.7601464986801147
201,0.8516579270362854
202,0.7753703594207764
203,0.7509664297103882
204,0.8050806522369385
205,0.7971186637878418
206,0.8009966015815735
207,0.8060879111289978
208,0.9252098202705383
209,0.8970048427581787
210,0.7473167777061462
211,0.7805321216583252
212,0.9133897423744202
213,0.7605177760124207
214,0.7876773476600647
215,0.872678816318512
216,0.8291329145431519
217,0.8356989026069641
218,0.9499624371528625
219,0.7875158190727234
220,0.8164426684379578
221,0.8033400774002075
222,0.8597838282585144
223,0.8393241167068481
224,0.6853249073028564
225,0.7946293354034424
226,0.8037766218185425
227,0.7270679473876953
228,0.7331758141517639
229,0.7759188413619995
230,0.886584997177124
231,0.8616837859153748
232,0.7675986886024475
233,0.89644455909729
234,0.7992270588874817
235,0.7629198431968689
236,0.8353888392448425
237,0.8170961141586304
238,0.7577594518661499
239,0.8084073066711426
240,0.7915274500846863
241,0.7862839698791504
242,0.782478392124176
243,0.8232046365737915
244,0.8503363132476807
245,0.7238854169845581
246,0.7665636539459229
247,0.7285349369049072
248,0.7922970056533813
249,0.9737860560417175
250,0.8262425065040588
251,0.7718566060066223
252,0.7658822536468506
253,0.7880143523216248
254,0.700817883014679
255,0.7554383277893066
256,0.8495226502418518
257,0.926228404045105
258,0.7969834208488464
259,0.7561322450637817
260,0.7424352765083313
261,0.8038338422775269
262,0.8978079557418823
263,0.8692100644111633
264,0.7407885789871216
265,0.7976716160774231
266,0.8356297016143799
267,0.9228328466415405
268,0.7897080183029175
269,0.878654420375824
270,0.7537967562675476
271,0.703451931476593
272,0.9265269637107849
273,0.7675762176513672
274,0.7695279121398926
275,0.8163440227508545
276,0.7553702592849731
277,0.7527210712432861
278,0.7512649297714233
279,0.7898641228675842
280,0.7221614122390747
281,0.7211596965789795
282,0.8046680688858032
283,0.8605254292488098
284,0.9390636682510376
285,0.7439618706703186
286,0.8633627891540527
287,0.854202389717102
288,0.8208735585212708
289,0.7772125601768494
290,0.9081429839134216
291,0.7401853203773499
292,0.7977465391159058
293,0.801316499710083
294,0.8117331862449646
295,0.8793296813964844
296,0.8022863268852234
297,0.8315419554710388
298,0.8228741884231567
299,0.877315878868103
300,0.8087117671966553
301,0.732809841632843
302,0.8628959655761719
303,0.7472864985466003
304,0.7411996126174927
305,0.7623904943466187
306,0.7949897050857544
307,0.8121968507766724
308,0.7753643989562988
309,0.6958069801330566
310,0.8371632099151611
311,0.8482239842414856
312,0.7989256381988525
313,0.8313117027282715
314,0.8188895583152771
315,0.7569121718406677
316,0.8558419346809387
